nasdaq_Date,nasdaq_Open,nasdaq_High,nasdaq_Low,nasdaq_Close,nasdaq_Adj_Close,nasdaq_Volume,gold_Name,gold_US dollar,gold_Euro,gold_Japanese yen,gold_Pound sterling,gold_Canadian dollar,gold_Swiss franc,gold_Indian rupee,gold_Chinese renmimbi,gold_Turkish lira,gold_Saudi riyal,gold_Indonesian rupiah,gold_UAE dirham,gold_Thai baht,gold_Vietnamese dong,gold_Egyptian pound,gold_Korean won,gold_Russian ruble,gold_South African rand,gold_Australian dollar,btc_Date,btc_Unix_Timestamp,btc_Symbol,btc_Open,btc_High,btc_Low,btc_Close,btc_Volume_btc,btc_Volume_USDT,eth_Date,eth_Unix_Timestamp,eth_Symbol,eth_Open,eth_High,eth_Low,eth_Close,eth_Volume_btc,eth_Volume_USDT
5/3/2019,8092.879883,8164.709961,8084.799805,8164,8164,2046040000,3-May,"1,278.60","1,142.80","142,232.30",974.6,"1,716.10","1,301.20","88,506.00","8,613.30","7,635.90","4,794.90","18,228,923.80","4,696.30","40,952.00","29,729,479.30","21,959.10","1,495,839.30","83,216.00","18,379.20","1,821.70",5/3/2019,1556841600,BTCUSDT,5492.87,5844,5477.57,5772.69,42758.75,244199361.1,5/3/2019,1556841600,ETHUSDT,161.81,170.86,160.99,168.06,398708.66,66245699.88
5/4/2019,,,,,,,4-May,,,,,,,,,,,,,,,,,,,,5/4/2019,1556928000,BTCUSDT,5772.69,5900,5587.45,5829.45,37187.2,214568525.7,5/4/2019,1556928000,ETHUSDT,168.06,171.3,159.76,163.7,301510.19,49718164.78
5/5/2019,,,,,,,5-May,,,,,,,,,,,,,,,,,,,,5/5/2019,1557014400,BTCUSDT,5829.45,5839.9,,5775.62,22600.15,130593216.9,5/5/2019,1557014400,ETHUSDT,163.7,165.36,159.18,163.05,170740.8,27800461.6
5/6/2019,7981.850098,8135.540039,7981.850098,8123.290039,8123.290039,1966120000,6-May,"1,278.60","1,142.10","141,765.60",976.6,"1,720.30","1,301.80","88,730.60","8,650.50","7,683.80","4,794.90","18,273,673.10","4,696.30","40,952.00","29,766,557.30","21,927.10","1,495,839.30","83,463.70","18,544.60","1,827.40",5/6/2019,1557100800,BTCUSDT,5775.62,5805,5619.14,5747.79,23734.53,135669094,5/6/2019,1557100800,ETHUSDT,163.05,178.05,157.55,173,481434.62,81841271.72
5/7/2019,8043.52002,8070.970215,7899.02002,7963.759766,7963.759766,2376660000,7-May,"1,281.20","1,145.20","141,438.10",981.8,"1,726.20","1,309.50","88,953.70","8,661.30","7,888.30","4,805.00","18,295,535.30","4,706.00","40,867.10","29,893,597.90","21,979.00","1,494,263.30","83,511.80","18,516.50","1,828.30",5/7/2019,1557187200,BTCUSDT,5747.79,5988,5747.74,5962.16,16169.61,95544203.42,5/7/2019,1557187200,ETHUSDT,173,182.76,172.96,178.67,327985.85,58777474.25
5/8/2019,7946.240234,8004.490234,7923.350098,7943.319824,7943.319824,2175100000,8-May,"1,285.20","1,147.30","141,596.90",988.8,"1,730.60","1,308.50","89,594.50","8,702.30","7,948.10","4,819.90","18,371,933.30","4,720.70","40,869.30","30,031,909.90","22,041.20","1,502,848.40","83,632.80","18,423.30","1,833.80",5/8/2019,1557273600,BTCUSDT,5846.34,6014.72,5772.2,5987.29,21715.92,128246328.6,5/8/2019,1557273600,ETHUSDT,169.18,173.17,164.8,170.85,284442.28,48281293.85
5/9/2019,7853.209961,7929.779785,7796.160156,7910.589844,7910.589844,2520770000,9-May,"1,286.10","1,145.30","140,911.50",987.8,"1,734.40","1,303.70","89,946.60","8,773.30","8,027.60","4,823.30","18,455,532.90","4,724.00","40,859.40","30,094,736.60","22,050.20","1,517,404.70","84,239.50","18,561.60","1,843.50",5/9/2019,1557360000,BTCUSDT,5987.29,6224.55,5983.71,6209.18,26099.02,159232038.6,5/9/2019,1557360000,ETHUSDT,170.85,173.88,166.57,170.9,275275.41,46883196.58
5/10/2019,7881.310059,7949.339844,7759.339844,7916.939941,7916.939941,2387720000,10-May,"1,287.10","1,144.70","141,072.60",987.6,"1,728.90","1,301.30","89,963.40","8,767.50","7,835.10","4,827.10","18,437,705.40","4,727.70","40,659.50","30,050,563.80","22,038.40","1,514,916.50","84,195.60","18,286.50","1,839.90",5/10/2019,1557446400,BTCUSDT,6209.18,6468.92,6172,6373.33,34420.48,217853632.6,5/10/2019,1557446400,ETHUSDT,170.9,176.7,168.46,172.91,404385.64,70053126.38
5/11/2019,,,,,,,11-May,,,,,,,,,,,,,,,,,,,,5/11/2019,1557532800,BTCUSDT,6373.33,7343.99,6372.85,7076.22,67682.9,463621315.3,5/11/2019,1557532800,ETHUSDT,172.91,205.23,172.91,190.2,838324.58,158238317.6
5/12/2019,,,,,,,12-May,,,,,,,,,,,,,,,,,,,,5/12/2019,1557619200,BTCUSDT,7076.22,7521.78,6750,6967.31,78631.74,560694099.5,5/12/2019,1557619200,ETHUSDT,190.2,204.32,181,188.11,782428.2,149765628.2
5/13/2019,7720.069824,7760.830078,7627.220215,7647.02002,7647.02002,2478860000,13-May,"1,295.60","1,152.40","141,388.80",997.7,"1,741.90","1,303.70","91,372.20","8,903.50","7,871.20","4,859.00","18,682,549.90","4,758.90","41,015.40","30,217,275.40","22,128.80","1,538,654.20","84,746.90","18,538.40","1,862.70",5/13/2019,1557705600,BTCUSDT,6967.31,8100,6870,7790.71,77581.62,585457013.2,5/13/2019,1557705600,ETHUSDT,188.11,206.87,185.32,195.84,633515.79,124079501.1
5/14/2019,7689.660156,7776.200195,7665.299805,7734.490234,7734.490234,2084850000,14-May,"1,298.40","1,158.10","142,278.60","1,005.20","1,748.80","1,309.40","91,485.30","8,940.30","7,783.60","4,869.50","18,735,910.60","4,769.20","40,912.60","30,356,589.70","22,131.20","1,544,186.80","84,459.30","18,471.40","1,869.70",5/14/2019,1557792000,BTCUSDT,7790.71,8366,7599.56,7947.56,70462.03,562251187.8,5/14/2019,1557792000,ETHUSDT,195.84,219.81,194.19,216.4,822230.4,170977066.7
5/15/2019,7682.799805,7838.720215,7682.240234,7822.149902,7822.149902,2001530000,15-May,"1,299.10","1,159.20","142,231.90","1,009.80","1,747.40","1,310.20","91,375.40","8,927.70","7,807.30","4,871.80","18,784,983.90","4,771.80","41,064.50","30,282,017.60","22,169.10","1,544,174.90","83,907.30","18,460.20","1,874.20",5/15/2019,1557878400,BTCUSDT,7947.56,8249,7850,8169.87,34731.71,279783874.7,5/15/2019,1557878400,ETHUSDT,216.4,250.27,216.21,248.1,543747.95,127761385
5/16/2019,7832.580078,7946.22998,7826.669922,7898.049805,7898.049805,2163120000,16-May,"1,291.70","1,155.50","142,009.50","1,009.80","1,734.50","1,304.10","90,460.20","8,889.60","7,794.60","4,844.10","18,665,064.30","4,744.50","40,820.90","30,067,545.60","22,042.80","1,538,995.80","83,289.60","18,377.70","1,870.50",5/16/2019,1557964800,BTCUSDT,8169.87,8320,7705,7866.59,63794.9,510407943.1,5/16/2019,1557964800,ETHUSDT,248.1,279.76,241.76,264.25,1605154.01,418925215.4
5/17/2019,7829.029785,7918.709961,7810.350098,7816.279785,7816.279785,2134120000,17-May,"1,280.80","1,147.70","140,856.00","1,005.80","1,724.00","1,295.50","89,953.80","8,854.80","7,746.90","4,803.10","18,507,557.20","4,704.40","40,662.20","29,884,261.40","21,837.60","1,531,260.00","82,895.00","18,446.70","1,862.30",5/17/2019,1558051200,BTCUSDT,7866.59,7925,6913,7355.26,79962.44,581754609.4,5/17/2019,1558051200,ETHUSDT,264.25,268.74,223.43,244.3,1412755.02,338397458.1
5/18/2019,,,,,,,18-May,,,,,,,,,,,,,,,,,,,,5/18/2019,1558137600,BTCUSDT,7355.26,7458,7156.61,7257.45,34487.27,252367651.5,5/18/2019,1558137600,ETHUSDT,244.3,248,230.62,233.6,638392.93,152141882.6
5/19/2019,,,,,,,19-May,,,,,,,,,,,,,,,,,,,,5/19/2019,1558224000,BTCUSDT,7257.45,8275.09,7243.08,8148.48,60083.99,474429840,5/19/2019,1558224000,ETHUSDT,233.6,264,231.77,259.51,775107.93,195130388.3
5/20/2019,7714.060059,7747.27002,7678.350098,7702.379883,7702.379883,2122410000,20-May,"1,276.90","1,143.60","140,415.20","1,002.60","1,714.80","1,287.80","89,050.70","8,828.50","7,666.70","4,788.30","18,456,864.60","4,689.90","40,536.80","29,905,100.40","21,732.00","1,524,814.00","82,328.10","18,338.80","1,846.90",5/20/2019,1558310400,BTCUSDT,8148.48,8156.03,7553,7938.15,60143.13,472989540.4,5/20/2019,1558310400,ETHUSDT,259.51,259.51,238,250.37,628106.82,156144015.4
5/21/2019,7765.569824,7804.439941,7752.919922,7785.720215,7785.720215,1993210000,21-May,"1,271.20","1,136.80","140,576.50",994.3,"1,704.90","1,283.20","88,630.20","8,792.00","7,691.70","4,767.10","18,406,250.60","4,669.10","40,571.90","29,734,102.90","21,647.70","1,517,943.50","81,907.40","18,281.60","1,846.70",5/21/2019,1558396800,BTCUSDT,7938.15,8042.32,7771,7904.87,48176.42,381015932.7,5/21/2019,1558396800,ETHUSDT,250.37,262,246.06,253.43,549614.28,138984555.5
5/22/2019,7749.799805,7786.330078,7738.350098,7750.839844,7750.839844,1881830000,22-May,"1,273.80","1,142.00","140,525.60","1,006.20","1,707.90","1,285.50","88,742.40","8,793.70","7,776.70","4,777.10","18,501,942.20","4,678.80","40,685.20","29,775,070.40","21,578.20","1,519,643.20","81,922.90","18,309.30","1,852.70",5/22/2019,1558483200,BTCUSDT,7904.87,8016,7465,7628.43,44932.03,351894913.4,5/22/2019,1558483200,ETHUSDT,253.43,260.18,239.63,243.64,560424.11,140901929.5
5/23/2019,7660.720215,7665.149902,7585.319824,7628.279785,7628.279785,2243420000,23-May,"1,283.70","1,151.30","140,854.90","1,013.20","1,729.20","1,292.10","89,884.40","8,880.90","7,842.70","4,813.90","18,561,577.60","4,714.90","41,067.20","30,023,287.60","21,655.20","1,526,580.70","83,198.20","18,584.00","1,863.70",5/23/2019,1558569600,BTCUSDT,7628.43,7940.98,7461,7851.51,45812.94,352067587.6,5/23/2019,1558569600,ETHUSDT,243.64,247.34,231.1,244.56,570566.98,136949164
5/24/2019,7675.569824,7694.149902,7631.25,7637.009766,7637.009766,1682920000,24-May,"1,282.50","1,144.70","140,234.90","1,010.50","1,726.40","1,285.10","89,175.40","8,855.70","7,805.90","4,809.30","18,458,381.30","4,710.20","40,847.60","30,005,370.00","21,629.40","1,524,058.70","82,801.40","18,505.70","1,854.50",5/24/2019,1558656000,BTCUSDT,7851.51,8130,7766,7964.87,43030.86,342424683.9,5/24/2019,1558656000,ETHUSDT,244.56,254.35,241.54,248.87,425752.52,105984404.5
5/25/2019,,,,,,,25-May,,,,,,,,,,,,,,,,,,,,5/25/2019,1558742400,BTCUSDT,7964.87,8091.8,7908.34,8025.41,26723.83,213847946.4,5/25/2019,1558742400,ETHUSDT,248.87,257.33,247.22,250.22,317334.87,79830875.09
5/26/2019,,,,,,,26-May,,,,,,,,,,,,,,,,,,,,5/26/2019,1558828800,BTCUSDT,8025.41,8740,7833.42,8614.43,45563.09,375747926.7,5/26/2019,1558828800,ETHUSDT,250.22,269.4,245.11,264.45,425088.84,108659658.8
5/27/2019,,,,,,,27-May,"1,282.50","1,145.90","140,478.60","1,011.50","1,724.40","1,288.10","89,149.80","8,845.00","7,774.20","4,809.60","18,442,350.00","4,710.80","40,825.20","29,995,110.00","21,590.90","1,518,736.40","82,597.80","18,532.10","1,854.40",5/27/2019,1558915200,BTCUSDT,8614.43,8908.32,8589,8756.32,48130.74,419875265.2,5/27/2019,1558915200,ETHUSDT,264.45,279.59,260,270.53,598629.89,160364493.8
5/28/2019,7655.660156,7693.740234,7603.759766,7607.350098,7607.350098,2352670000,28-May,"1,278.30","1,144.00","140,005.80","1,008.60","1,722.30","1,289.60","89,078.30","8,836.90","7,713.30","4,793.80","18,375,559.70","4,695.00","40,717.00","29,904,545.60","21,526.60","1,516,191.20","82,743.60","18,838.90","1,844.70",5/28/2019,1559001600,BTCUSDT,8756.32,8798.49,8510.63,8715.64,29271.88,254693083.9,5/28/2019,1559001600,ETHUSDT,270.53,275.95,264.45,271.03,390994.62,105636012.8
5/29/2019,7553.02002,7581.109863,7503.939941,7547.310059,7547.310059,2278790000,29-May,"1,281.70","1,150.20","140,167.60","1,014.70","1,733.70","1,291.50","89,497.60","8,856.10","7,724.50","4,806.60","18,455,758.60","4,707.70","40,772.50","29,999,579.30","21,570.20","1,530,482.10","83,701.30","18,920.40","1,854.80",5/29/2019,1559088000,BTCUSDT,8715.64,8750,8406.6,8645.68,31678.55,273154083.4,5/29/2019,1559088000,ETHUSDT,271.03,274.04,260.05,268.83,367332.14,98559583.63
5/30/2019,7565.459961,7595.899902,7527.660156,7567.720215,7567.720215,1872000000,30-May,"1,281.00","1,151.30","140,693.10","1,017.30","1,730.50","1,291.90","89,503.20","8,844.70","7,550.60","4,803.70","18,445,679.30","4,705.10","40,731.00","30,002,409.80","21,494.30","1,522,921.30","83,357.80","18,815.60","1,856.10",5/30/2019,1559174400,BTCUSDT,8645.68,9074.26,8005,8269.54,64399.1,552147446.6,5/30/2019,1559174400,ETHUSDT,268.83,288.62,240.14,254.56,996943.91,271192857.7
5/31/2019,7470.950195,7506.859863,7448.22998,7453.149902,7453.149902,2236940000,31-May,"1,295.60","1,162.60","140,664.30","1,027.90","1,751.50","1,303.10","90,288.50","8,943.20","7,560.40","4,858.80","18,490,734.60","4,758.70","41,000.90","30,336,594.20","21,687.50","1,542,870.10","84,393.70","18,860.00","1,869.90",5/31/2019,1559260800,BTCUSDT,8269.54,8594,8108.5,8555,42002.51,350865326.4,5/31/2019,1559260800,ETHUSDT,254.56,268.72,245.21,267.9,571685.2,146963771.9
6/1/2019,,,,,,,1-Jun,,,,,,,,,,,,,,,,,,,,6/1/2019,1559347200,BTCUSDT,8555,8626,8442.36,8544.07,29819.78,254607933.4,6/1/2019,1559347200,ETHUSDT,267.9,275.5,260.68,264.33,435412.03,116425538.2
6/2/2019,,,,,,,2-Jun,,,,,,,,,,,,,,,,,,,,6/2/2019,1559433600,BTCUSDT,8544.07,8814.78,8524,8725.98,26036.64,225804902.4,6/2/2019,1559433600,ETHUSDT,264.33,273.2,263.2,268.88,290396.08,77963813.46
6/3/2019,7441.209961,7457.660156,7292.220215,7333.02002,7333.02002,2576920000,3-Jun,"1,317.10","1,175.80","142,747.30","1,042.80","1,775.00","1,315.90","91,230.60","9,100.60","7,699.80","4,939.30","18,798,307.70","4,837.70","41,682.90","30,812,892.50","22,061.40","1,556,877.60","86,090.60","19,061.70","1,893.60",6/3/2019,1559520000,BTCUSDT,8725.98,8800.95,8080.8,8115.82,41950.41,355526981,6/3/2019,1559520000,ETHUSDT,268.88,270,248,249.91,375159.23,97854037.32
6/4/2019,7413.939941,7529.5,7385.02002,7527.120117,7527.120117,2369150000,4-Jun,"1,324.30","1,178.90","143,436.10","1,044.90","1,778.40","1,317.00","91,710.90","9,153.90","7,624.40","4,966.10","18,900,358.10","4,864.20","41,492.10","30,994,071.30","22,194.40","1,566,190.40","86,344.40","19,480.60","1,897.60",6/4/2019,1559606400,BTCUSDT,8115.82,8115.82,7481.02,7687.03,68681.2,539348756.2,6/4/2019,1559606400,ETHUSDT,249.91,251.67,234.39,241.39,598339.96,146070179.9
6/5/2019,7585.680176,7589.470215,7498.169922,7575.47998,7575.47998,2115570000,5-Jun,"1,335.10","1,185.50","144,192.00","1,048.70","1,789.00","1,321.10","92,458.90","9,223.60","7,629.50","5,006.60","19,054,498.30","4,903.80","41,850.50","31,257,521.10","22,402.10","1,573,422.70","87,080.30","19,893.90","1,911.20",6/5/2019,1559692800,BTCUSDT,7687.03,7896.7,7572.78,7776.5,45638.79,354060083.5,6/5/2019,1559692800,ETHUSDT,241.39,250.41,237.37,245.63,320776.63,78146606.64
6/6/2019,7582.240234,7634.120117,7546.220215,7615.549805,7615.549805,2070940000,6-Jun,"1,335.50","1,183.70","144,481.10","1,050.50","1,787.50","1,321.10","92,535.10","9,236.90","7,708.80","5,008.30","19,060,923.80","4,905.40","41,847.90","31,254,706.50","22,409.70","1,573,953.30","86,992.80","20,025.80","1,913.20",6/6/2019,1559779200,BTCUSDT,7776.5,7868.13,7444.58,7786.7,34197.03,263492654.4,6/6/2019,1559779200,ETHUSDT,245.63,250.66,235.01,248.76,284787.38,69305545.99
6/7/2019,7652.970215,7767.02002,7647.910156,7742.100098,7742.100098,2066020000,7-Jun,"1,340.70","1,182.50","144,823.70","1,050.90","1,780.90","1,323.40","93,128.20","9,272.50","7,767.70","5,027.90","19,134,425.70","4,924.40","42,056.20","31,365,845.10","22,455.90","1,583,508.50","86,875.80","19,994.10","1,911.50",6/7/2019,1559865600,BTCUSDT,7786.7,8100,7737.49,7980.53,31779.24,251966444.9,6/7/2019,1559865600,ETHUSDT,248.76,253.28,243.46,248.77,337098.73,83605214.47
6/8/2019,,,,,,,8-Jun,,,,,,,,,,,,,,,,,,,,6/8/2019,1559952000,BTCUSDT,7980.53,8044.65,7751,7893.62,21204.89,167582198.7,6/8/2019,1559952000,ETHUSDT,248.77,250.53,240.37,243.25,181441.59,44575400.24
6/9/2019,,,,,,,9-Jun,,,,,,,,,,,,,,,,,,,,6/9/2019,1560038400,BTCUSDT,7893.62,7935,7506.66,7628.13,29536.44,228303163,6/9/2019,1560038400,ETHUSDT,243.25,244.53,226.56,230.98,302409.55,71183674.1
6/10/2019,7798.870117,7895.439941,7795.759766,7823.169922,7823.169922,2049370000,10-Jun,"1,328.60","1,174.20","144,166.40","1,047.00","1,762.90","1,315.30","92,543.60","9,210.80","7,668.40","4,982.80","18,932,547.90","4,880.20","41,638.30","31,065,986.10","22,254.10","1,574,523.50","85,956.30","19,636.70","1,906.90",6/10/2019,1560124800,BTCUSDT,7628.13,8020,7511,7982.75,34292,267862714.9,6/10/2019,1560124800,ETHUSDT,230.98,247.45,227.03,246.51,300548.17,71716174.55
6/11/2019,7901.040039,7909.990234,7798.629883,7822.569824,7822.569824,2114680000,11-Jun,"1,324.30","1,170.50","143,785.90","1,041.20","1,758.90","1,314.30","91,969.30","9,155.80","7,717.00","4,967.10","18,851,407.70","4,864.40","41,444.00","30,909,157.40","22,182.00","1,563,401.90","85,457.90","19,457.30","1,904.00",6/11/2019,1560211200,BTCUSDT,7982.75,8010,7692.23,7884.9,28578.92,224265423.1,6/11/2019,1560211200,ETHUSDT,246.51,247.8,236.49,244.29,225111.94,54553406.5
6/12/2019,7803.129883,7819.160156,7773.970215,7792.720215,7792.720215,1952790000,12-Jun,"1,332.40","1,176.90","144,513.30","1,047.10","1,769.10","1,324.20","92,398.50","9,215.70","7,710.50","4,997.40","18,966,000.20","4,893.90","41,622.60","31,080,391.20","22,290.20","1,575,703.40","86,204.70","19,737.10","1,917.50",6/12/2019,1560297600,BTCUSDT,7884.9,8200,7788.99,8127.64,38855.34,311272490.3,6/12/2019,1560297600,ETHUSDT,244.29,261.87,242.2,261.15,319093.14,80270999.76
6/13/2019,7822.560059,7848.359863,7813.600098,7837.129883,7837.129883,1838930000,13-Jun,"1,335.90","1,185.10","144,958.50","1,053.20","1,779.90","1,328.80","92,858.40","9,247.60","7,843.40","5,010.20","19,076,650.60","4,907.00","41,723.50","31,145,838.30","22,389.70","1,580,436.10","86,270.70","19,884.90","1,932.90",6/13/2019,1560384000,BTCUSDT,8127.64,8309.82,8010.03,8218.54,28621.28,233346870.4,6/13/2019,1560384000,ETHUSDT,261.15,262.98,253.69,254.67,278574.88,72040235.02
6/14/2019,7807.189941,7819.209961,7778.120117,7796.660156,7796.660156,1804340000,14-Jun,"1,351.30","1,203.80","146,509.30","1,071.70","1,806.40","1,348.90","94,315.50","9,355.50","7,945.00","5,067.70","19,360,034.40","4,963.30","42,086.40","31,521,284.40","22,646.90","1,601,569.10","86,893.90","19,954.60","1,964.30",6/14/2019,1560470400,BTCUSDT,8218.54,8684.41,8144.32,8650,36987.67,309591286.1,6/14/2019,1560470400,ETHUSDT,254.67,264.26,251.75,262.47,313274,80418266.35
6/15/2019,,,,,,,15-Jun,,,,,,,,,,,,,,,,,,,,6/15/2019,1560556800,BTCUSDT,8650,8864.99,8567.63,8808.7,29573.08,257105509.9,6/15/2019,1560556800,ETHUSDT,262.47,272.27,260.61,267.82,274346.73,72796065.62
6/16/2019,,,,,,,16-Jun,,,,,,,,,,,,,,,,,,,,6/16/2019,1560643200,BTCUSDT,8808.7,9333,8760,8953.33,57848.65,524860629.7,6/16/2019,1560643200,ETHUSDT,267.82,277.06,263.31,267.73,435193.89,117639745.2
6/17/2019,7819.430176,7865.97998,7812.609863,7845.02002,7845.02002,1935290000,17-Jun,"1,341.30","1,194.80","145,765.70","1,068.20","1,797.30","1,340.60","93,760.20","9,288.50","7,870.50","5,030.80","19,227,532.70","4,926.80","42,006.10","31,320,691.70","22,507.00","1,591,452.20","86,134.90","19,873.00","1,957.10",6/17/2019,1560729600,BTCUSDT,8953.33,9444,8950,9313.96,44294.61,408347176.9,6/17/2019,1560729600,ETHUSDT,267.73,276,266.81,273.16,324304.43,87754219.97
6/18/2019,7920.97998,8005.209961,7911.669922,7953.879883,7953.879883,2244920000,18-Jun,"1,341.40","1,199.20","145,549.90","1,069.50","1,797.70","1,342.40","93,498.80","9,290.70","7,839.50","5,030.30","19,208,129.90","4,927.00","42,064.70","31,301,740.20","22,507.90","1,590,572.40","85,829.60","19,463.00","1,953.20",6/18/2019,1560816000,BTCUSDT,9313.96,9336.36,8950,9081.55,48158.99,439353122.1,6/18/2019,1560816000,ETHUSDT,273.16,273.58,261.45,264.66,307979.42,82147010.91
6/19/2019,7970.259766,7998.589844,7930.379883,7987.319824,7987.319824,2014080000,19-Jun,"1,344.10","1,198.40","145,701.70","1,064.10","1,795.70","1,337.90","93,662.70","9,279.20","7,843.50","5,040.40","19,178,918.70","4,936.90","41,981.40","31,338,537.30","22,499.40","1,580,736.80","85,913.40","19,519.80","1,956.70",6/19/2019,1560902400,BTCUSDT,9081.55,9304,8960,9255.49,29859.81,272896676.3,6/19/2019,1560902400,ETHUSDT,264.66,270,263.59,268.14,201877.83,53930369.85
6/20/2019,8087.450195,8088.879883,7996.870117,8051.339844,8051.339844,2053530000,20-Jun,"1,379.50","1,221.80","148,351.40","1,086.20","1,822.90","1,354.80","95,802.80","9,450.30","7,970.80","5,173.30","19,564,758.80","5,067.10","42,626.50","32,142,350.00","23,037.70","1,603,323.90","86,943.00","19,738.90","1,993.60",6/20/2019,1560988800,BTCUSDT,9255.49,9590,9175.2,9517.12,32120,300773682.1,6/20/2019,1560988800,ETHUSDT,268.14,273.63,265.71,271.22,192912.37,51897585.89
6/21/2019,8028.689941,8073.02002,8011.200195,8031.709961,8031.709961,2894340000,21-Jun,"1,397.20","1,234.20","150,473.00","1,100.50","1,846.70","1,371.20","97,196.20","9,604.40","8,121.50","5,240.10","19,776,656.90","5,131.90","43,102.10","32,543,114.10","23,318.40","1,626,282.50","88,338.30","19,992.40","2,020.00",6/21/2019,1561075200,BTCUSDT,9517.12,10174.99,9517.12,10159.86,46590.64,456586005.2,6/21/2019,1561075200,ETHUSDT,271.22,295.94,271.22,294.35,492090.84,140711190.4
6/22/2019,,,,,,,22-Jun,,,,,,,,,,,,,,,,,,,,6/22/2019,1561161600,BTCUSDT,10159.86,11160,9921.72,10729.5,94759.31,1011481805,6/22/2019,1561161600,ETHUSDT,294.35,314.39,289.69,310.79,680609.92,208097061.8
6/23/2019,,,,,,,23-Jun,,,,,,,,,,,,,,,,,,,,6/23/2019,1561248000,BTCUSDT,10729.5,11392.64,10555.18,10906.07,52581.13,572220190.9,6/23/2019,1561248000,ETHUSDT,310.79,321.7,305.58,308.52,395975.5,124093261.7
6/24/2019,8040.580078,8047.560059,8004.629883,8005.700195,8005.700195,2070370000,24-Jun,"1,405.70","1,234.20","150,930.00","1,104.70","1,856.30","1,366.30","97,483.50","9,669.70","8,153.80","5,272.00","19,876,597.30","5,163.40","43,225.30","32,740,157.60","23,461.10","1,625,692.00","88,383.40","20,185.90","2,021.00",6/24/2019,1561334400,BTCUSDT,10906.07,11143.63,10620.8,11056.59,39940.55,435340224.2,6/24/2019,1561334400,ETHUSDT,308.52,314.41,298,311.64,334998.3,102980309.6
6/25/2019,8005.27002,8007.310059,7879.149902,7884.720215,7884.720215,2127310000,25-Jun,"1,431.40","1,257.60","153,095.40","1,125.20","1,886.30","1,392.40","99,271.20","9,848.60","8,247.00","5,368.60","20,218,523.60","5,257.80","44,008.40","33,347,323.50","23,866.10","1,655,127.40","89,961.70","20,469.00","2,053.80",6/25/2019,1561420800,BTCUSDT,11056.59,11850,11026,11820.86,56154.67,639404855.6,6/25/2019,1561420800,ETHUSDT,311.64,318.99,307,318.26,329610.54,103150282.9
6/26/2019,7933.919922,7974.279785,7903.069824,7909.970215,7909.970215,2104750000,26-Jun,"1,404.00","1,234.10","151,121.20","1,107.40","1,844.90","1,369.30","97,091.90","9,666.90","8,117.60","5,265.50","19,900,990.60","5,156.90","43,153.90","32,726,073.40","23,446.00","1,624,019.10","88,449.80","20,034.40","2,010.70",6/26/2019,1561507200,BTCUSDT,11820.86,13964.74,11741,12666.45,99314.94,1273660223,6/26/2019,1561507200,ETHUSDT,318.26,366.8,315.57,339.39,928398.83,314357805.8
6/27/2019,7939.359863,7976.580078,7935.470215,7967.759766,7967.759766,2023120000,27-Jun,"1,402.50","1,233.70","151,154.40","1,106.40","1,839.50","1,370.90","96,874.20","9,645.00","8,094.20","5,259.90","19,831,350.00","5,151.60","43,154.90","32,699,287.50","23,400.70","1,624,375.40","88,485.50","19,840.10","2,002.60",6/27/2019,1561593600,BTCUSDT,13299.99,13347.99,10525.1,11329.99,138662.72,1622958316,6/27/2019,1561593600,ETHUSDT,339.39,347,280.01,298.35,934508.88,289763401.8
6/28/2019,7988.759766,8010.149902,7961.459961,8006.240234,8006.240234,4078990000,28-Jun,"1,409.00","1,237.30","151,805.70","1,107.10","1,841.20","1,373.80","97,259.70","9,677.40","8,149.70","5,284.10","19,905,647.50","5,175.50","43,210.50","32,836,745.00","23,523.20","1,626,901.70","88,872.70","19,868.70","2,007.80",6/28/2019,1561680000,BTCUSDT,11329.99,12480,10982.88,12400.63,86558.62,1020820777,6/28/2019,1561680000,ETHUSDT,298.35,313.58,295.22,311.05,502865.27,153795315.1
6/29/2019,,,,,,,29-Jun,,,,,,,,,,,,,,,,,,,,6/29/2019,1561766400,BTCUSDT,12400.63,12441.54,11475.02,11903.13,63232.82,752724243.2,6/29/2019,1561766400,ETHUSDT,311.05,324.74,295.18,317.62,402767.82,123440854.2
6/30/2019,,,,,,,30-Jun,,,,,,,,,,,,,,,,,,,,6/30/2019,1561852800,BTCUSDT,11903.13,12180,10766.03,10854.1,77205.72,887571779.6,6/30/2019,1561852800,ETHUSDT,317.62,323.5,290.12,292.7,461046.98,141003992.5
7/1/2019,8145.850098,8150.450195,8059.290039,8091.160156,8091.160156,2208900000,1-Jul,"1,390.10","1,227.50","150,582.60","1,098.80","1,821.40","1,368.60","95,852.60","9,515.10","7,841.60","5,213.40","19,617,784.20","5,106.00","42,550.90","32,335,807.70","23,200.80","1,610,430.70","87,362.60","19,562.20","1,995.40",7/1/2019,1561939200,BTCUSDT,10854.1,11282.28,10030,10624.93,82471.39,881875766.9,7/1/2019,1561939200,ETHUSDT,292.7,303.49,280.13,295.07,463938.62,135354542.1
